boredom,@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X
boredom,Steve Aoki  sorry. May b nxt time.
boredom,Sitting in the tax collectors office.    Getting ready to write a check.
boredom,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
boredom,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool."
boredom,is stuck in traffic
boredom,Man i am being boring today not tweeting  How are you guys?
boredom,"bored , cleanin the house"
boredom,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
boredom,"oh no, i need new work shoes...i broke this one!"
boredom,@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.
boredom,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
boredom,"even though it's only 7am on Saturday morning, it feels like the weekend is already over. btw I'm awake because I had a bad dream.."
boredom,Ugh... Waiting.... Interminable...
boredom,"@thefunkyfairy hiya, hows your week been?? just tried to DM you but your not following!  x"
boredom,@themabster not if you have to be to work at six...
boredom,@edie22 What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.
boredom,@hughsbeautiful beast I have had enough
boredom,Mikey I'm bored
boredom,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving
boredom,@savingtime buuuut its so annoying!!  okay *breathes* x.
boredom,"have to go meet tims entiiiiire family in an hour, this should be different.. finishing getting ready then wake ; feel like shit still"
boredom,Ahhhhh processing shipment  sooooooo much!!!!!
boredom,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh
boredom,my brother left me for the day now I am here by myself
boredom,"Facebook won't load for me.  Damn it, I'm bored."
boredom,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky
boredom,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
boredom,@grooveybianca12 nah jkin he's hot! so... bored now
boredom,"@dmafiax thanks ALOT, stuck at work with it too"
boredom,"my neighbours are far too loud in thier back garden, all I can hear is this loud woman that won't stop laughing"
boredom,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
boredom,@jambomb oh that looks boring  and even more boring you have an exam on a saturday
boredom,tired as fuck. it's pissing down with rain. i miss summer
boredom,is not liking the online livebox right now. Internet is dead.
boredom,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!
boredom,bored fixed the internet for my dad but now im bored to death
boredom,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
boredom,waiting to go to the movies later for my 6th month. booored.
boredom,@xx_Megan_xx Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited
boredom,ugh lost the remote  gotta actually move to change channel wtf #twat
boredom,Is still stuck in the office working!
boredom,Just started feeling bad again  ugh. I hate it when I don't feel good!!
boredom,Cleaning the House! Im so boring..
boredom,"Not gonna lie, i'm going to miss high school lunches. A lot. Damn."
boredom,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.
boredom,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.
boredom,got new sneaks today..can't wait to break them in..stupid rain
boredom,I need to go ouuut. I'm so bored.
boredom,@Candyland3 thats terrible.
boredom,Waiting for the dang pizza to cook. It's almost 9 and we still have not eaten wifey fail. Did I mention I feel like crap
boredom,1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.
boredom,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
boredom,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean
boredom,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
boredom,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
boredom,doing my folio work but keep on getting distracted by deb pics
boredom,#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!
boredom,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
boredom,counting the minutes until I can go home
boredom,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
boredom,reeeejuvinated  and bored as hell.
boredom,@thebirdmachine: About 1pm.  Squeaking?! Hell squeaking?! D:
boredom,@LostinSweden too bad I don't drink  But Kentucky is cool tho.All my friends lived in Cincy and I was driving across existance every wknd.
boredom,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this shit is taking over my life...LOL
boredom,I'm SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!
boredom,@GregInsco thats another sponsor
boredom,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out
boredom,I'm my mom's company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms
boredom,@onamatepiya piyaaa! hi. :] im hyper &amp; im bored &amp; im online &amp; im going to find pictures for the noteboook.  still cant send messages. grr.
boredom,Nothing to do. Just sitting here. I can see Mrs. P and her husband
boredom,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
boredom,should probably do some house work  for my mummy think id better. would cook dinner but im a shit cook lol xx
boredom,Time to get off the puter. Nite all.
boredom,@RaceSpeed You are so welcome!!!  Keep 'em coming!
boredom,Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them
boredom,Nothing relaxing on a Saturday night!
boredom,"@heatedskates That may be, I still don't like hearing his name so much.   #blackhawks #canucks"
boredom,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
boredom,"@rhixz16 nothing much, juss really bored! hbu?"
boredom,"I think I might have to call it a night. Getting that falling feeling, need to fall into bed. Night, night, tweople!"
boredom,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
boredom,@DanniPandemos ok .... Here 409 is a cleaning soln .... Blah.... Over and out
boredom,today was boring...harry potter ftw
boredom,Prom is so over rated!! Irritated... Going to bed goodnight
boredom,1:36 AM screw it im going to bed... one love
boredom,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why
boredom,@carlysmum lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S
boredom,@lovely_sara I'm sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why
boredom,@astrylnaut yeah talking to you was too boring
boredom,"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki's book so i can hit a cleaner"
boredom,@ncreations MBB has been cryopreserved. May return in the future...
empty,@tiffanylue i know  i was listenin to bad habit earlier and i started freakin at his part =[
empty,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken
empty,@djmicdamn hey yu lil fucker i textd yu
empty,@softtouchme just answered you- never learned how to write in French- just basic stuff-
empty,Have a headache  I'm going to bed. Goodnight!
empty,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
empty,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
empty,@tarng Trudy's off Burnet...the one up north that no one goes to
empty,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
empty,I need to be sleeping.. But i'm not even tired..
empty,0
empty,@exortabreedoll what happen to the maids of yours? Quit once again? ...
empty,went to the beach and it started raining
empty,wut do i do now????
empty,Needs a new phone
empty,Is ANYBODY up? .... I'm sooo bored!
empty,intentando intentarlo ONCE AGAIN!
empty,"says morning everyone, off to work in 10 min's  http://plurk.com/p/wxom8"
empty,"Should have gone to bed ages ago, damn you tedtalks!  Gotta get up early too"
empty,I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line
empty,@allyycase I'm trying to sleep!!! It's not working
empty,@Tinkabellastar no. my school will start on June1.  two days to go. i still don't want. :l
empty,those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!
empty,@Steinmoney      You'll be missed!!  Bring me back  a keychain!
empty,my knee is killing me  im off to bed!!
empty,wants to go home.
empty,Unstable broadband and electricity taking toll on my mental stability.
empty,@wettingfeld  guess I have to get dressed and be pretty then
empty,@makavellirayne nah the lights killed the mood now you got to get out my bed
empty,@meeksdigital haven't worked there for a long time but kinda miss it! I miss anna  seen her? i'll prob be in SLO most of the summer! you?
empty,"Can't sleep, just laying here in the dark"
empty,@wolfofmibu   I need a wardrobe intervention
empty,@kimoraklein my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept
empty,Good night twitter friends - I'm nodding off at the 'puter
empty,I want it to be Wednesday already so I can hurry up and go to New Zealand so I'm busy and not sitting here bored and stressing
empty,so had a freakin lond thursday  ready to hit the hay and surprise surprise I can't freakin sleep :/ Boo!
empty,@106jackfm I'm not that's why I'm sulking  not free all day
empty,"@Lacrimae Pfft, there you go with the logic again!"
empty,Today = marking *135
empty,is tired of being tired
empty,@LittleLee yup! way to fucking early and I'm already at work
empty,@katiemoffat I was never a good stereotypical teen
empty,"I spent my free time over the last few days converting my server to 64bit, getting VT-x working etc just to get something to run. No Luck"
empty,http://twitpic.com/665w2 - see miles away
empty,sore throat. Planning the TET outing to Marwell though...good times
empty,sleep? what's sleep again? I've seem to have forgottten the meaning. too much on my mind. or it's just my usual insonmia.
empty,dog just farted  so bad.....
empty,"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email"
empty,@davidnikel i don't even know what sporting social enterprise means....
empty,"Just watched Mall Cop. Wasn't that funny, but wasn't too bad. I guess. I kinda wish I still worked at a movie theater...."
empty,The sun is shining and I'm stuck in work
empty,@MAGUSWEAVER don't follow me. You will ruin my twitter experience
empty,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it."
empty,Curse you breakfast gods....full bowl of cereal + not enough milk =
empty,"what the hell am i doing awake this early,"
empty,@femiknitzi Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.
empty,@catticho diego? i know lo ame a jack
empty,@ApDiggles He's my mother's favorite. It was so hard telling her.
empty,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd
empty,"@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty...."
empty,Awake at 4am..  can't sleep
empty,My cucumber has gone limp
empty,is leading dull life this Friday... Babysitting!
empty,so bored...
empty,You fooled me!
empty,"Woe, it's definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches 'til you reach your seat"
empty,"@chrisontv88 I had a joke for you, but it's too long to tweet."
empty,"sittin here bored az hell...nuffin 2 do at lyk 3:30 in da morning in monroe,louisiana!!!"
empty,@DonnieWahlberg lol i wos gona send mine in bt i was too late  xx
empty,headed to the hospital. i can't take the pain anymore
empty,"@timwhitlock err you can turn on optimized js+css &amp; caching once we deploy the thing, but I hear what you're saying"
empty,Ugh 2 days whatever to somewhere
empty,@DonnieWahlberg and now I have to shut computer down and get ready to go home from work....what a bummer.
empty,friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da
empty,@RedBaff no wine here - I don;t drink  - but I have have plenty of forbidden cholocate
empty,@Jayce_Kay Morning! Hows your day. Hope you're not another lying in the sun
empty,@blue_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..
empty,is so bored...
empty,is working. Boo
empty,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour
empty,@QueenQH D= indeed
empty,Is hungry with a sub
empty,"Glorious day in Glasgow for a change, and I'm working  Too much to do to even contemplate knocking off early..."
empty,Is Bored at Home
empty,"has had to reboot her laptop to factory settings, losing EVERYTHING in the process."
empty,"@alanmcnamee nope no idea, I've registered, so far no response"
empty,Hoping I hear something soon about Krystles surgery
empty,It's supposed to be even hotter today than yesterday.  Wearing shorts to work.
empty,@DeAnnLR :::just got it cut yesterday  http://twitpic.com/66ncy
empty,"@youngstud07 I found it, I added it, but it's still blocked!"
empty,25 hours and counting.
empty,Just got back from my first session at the gym with a PT. I'm sore allread
empty,@Dojie oooh lush. i cant sunbathe i burn way to easily even with sun cream  @sofisticat im great thanks lovely sunny day no?
empty,WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio
empty,"@wrhunt and what did you do last night, I don't recall being invited"
empty,"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders"
empty,home for lunch &amp; double free. work 5-8. so much school work
empty,Facebook.com isint letting me change my profile picture
empty,really hates delayed trains especially 44 minute delayed trains. Now going to be late for work
empty,Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck
empty,@ShakeYourJunk
empty,At wrk  ...gtta come back tonite
empty,I don't want to program today
empty,@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL
empty,cleaning and packing
empty,@DsBabyGirl  having a stressful morning! just got my computer back (crashed) - trying to reinstall everything.
empty,"@jenthegingerkd @c2s @cjewel @JenSchaller I like fridays generally, but class is extended today  and I'm starving :X haha &lt;/whine&gt; O:-P"
empty,@NamOf I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.
empty,bored bored bored. nothing to do today besides work at 5
empty,@annakayh your not in school
empty,@finnmacool I am lost. Please help me find a good home.
empty,"@AyeEmTee Can't, sorry  And don't call me lame."
empty,@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me
empty,@lovelene I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...
empty,ahh i hate when you bbrush your teeth so hard you make your gums bleed
empty,@hellorachael yep
empty,Female and Male 3 year old Labs looking for new home  Family is loosing their home. Both must stay together. Contact me if interested.
empty,is taking a deep deep breath
empty,@runpaintrunrun @wordsnfixtures not Pimm's in a can?
empty,@MegaByte6 me too
empty,I've only been up for an hour and today already sucks
empty,Is not looking forward to the LSAT
empty,"I must have applied for about 20 jobs every day this week, why won't one of them contact me???"
empty,"I'm struggling today...Nola woke up at 3:30, so I'm running on no sleep."
empty,let me out
empty,"Google going down means DoubleClick goes down too, means I can't get any work done."
empty,feels really weird today.
empty,@alisonhaislip I envy everyone on AOTS...
empty,just get back home. the first exam was too long no time to finish it ...
empty,it's beeen onee year
empty,Cleaning my room..
empty,Gonna nap n chill then probably go to the movie later. Ugh i have a headache this sux ass. Cloudy day too
empty,the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues
empty,@less_than_3
empty,"I am so bored, i really don't know what to do!"
